coachid,year,yr_order,firstname,lastname,season_win,season_loss,playoff_win,playoff_loss,team,Total seasons played,Ttoal playoff played,percentage season win,percentage playoff win,AVG,Less Greater,Total wins,Total Matches
NELSODO01 ,1997,2,Don,Nelson,16,50,0,0,DAL,66,0,24.24242424,#DIV/0!,#DIV/0!,#DIV/0!,16,66
HANZLBI01 ,1997,1,Bill,Hanzlik,11,71,0,0,DEN,82,0,13.41463415,#DIV/0!,#DIV/0!,#DIV/0!,11,82
COLLIDO01 ,1997,1,Doug,Collins,21,24,0,0,DET,45,0,46.66666667,#DIV/0!,#DIV/0!,#DIV/0!,21,45
GENTRAL01 ,1997,2,Alvin,Gentry,16,21,0,0,DET,37,0,43.24324324,#DIV/0!,#DIV/0!,#DIV/0!,16,37
CARLEPJ01 ,1997,1,PJ,Carlesimo,19,63,0,0,GSW,82,0,23.17073171,#DIV/0!,#DIV/0!,#DIV/0!,19,82
TOMJARU01 ,1998,1,Rudy,Tomjanovich,31,19,1,3,HOU,50,4,62,25,43.5,0,32,54
JOHNSPH01 ,1974,1,Phil,Johnson,44,38,2,4,KCK,82,6,53.65853659,33.33333333,43.49593496,0,46,88
FITCHBI01 ,1997,1,Bill,Fitch,17,65,0,0,LAC,82,0,20.73170732,#DIV/0!,#DIV/0!,#DIV/0!,17,82
BADGEED01 ,1976,1,Ed,Badger,44,38,1,2,CHI,82,3,53.65853659,33.33333333,43.49593496,0,45,85
BROWNHE01 ,1976,1,Herb,Brown,44,38,1,2,DET,82,3,53.65853659,33.33333333,43.49593496,0,45,85
FORDCH01  ,1997,1,Chris,Ford,36,46,0,0,MIL,82,0,43.90243902,#DIV/0!,#DIV/0!,#DIV/0!,36,82
BROWNHU01 ,1982,1,Hubie,Brown,44,38,2,4,NYK,82,6,53.65853659,33.33333333,43.49593496,0,46,88
CALIPJO01 ,1997,1,John,Calipari,43,39,0,3,NJN,82,3,52.43902439,0,26.2195122,0,43,85
JOHNSFR01 ,2002,1,Frank,Johnson,44,38,2,4,PHO,82,6,53.65853659,33.33333333,43.49593496,0,46,88
DALYCH01  ,1997,1,Chuck,Daly,41,41,0,0,ORL,82,0,50,#DIV/0!,#DIV/0!,#DIV/0!,41,82
BROWNLA01 ,1997,1,Larry,Brown,31,51,0,0,PHI,82,0,37.80487805,#DIV/0!,#DIV/0!,#DIV/0!,31,82
MOEDO01   ,1983,1,Doug,Moe,38,44,2,3,DEN,82,5,46.34146341,40,43.17073171,0,40,87
LAPCHJO01 ,1954,1,Joe,Lapchick,38,34,1,2,NYK,72,3,52.77777778,33.33333333,43.05555556,0,39,75
JORDAED01 ,1997,1,Eddie,Jordan,27,55,0,0,SAC,82,0,32.92682927,#DIV/0!,#DIV/0!,#DIV/0!,27,82
BRISTAL01 ,1994,1,Allan,Bristow,50,32,1,3,CHA,82,4,60.97560976,25,42.98780488,0,51,86
WILKELE01 ,1997,1,Lenny,Wilkens,50,32,1,3,ATL,82,4,60.97560976,25,42.98780488,0,51,86
WALKEDA01 ,1997,1,Darrell,Walker,11,38,0,0,TOR,49,0,22.44897959,#DIV/0!,#DIV/0!,#DIV/0!,11,49
CARTEBU01 ,1997,2,Butch,Carter,5,28,0,0,TOR,33,0,15.15151515,#DIV/0!,#DIV/0!,#DIV/0!,5,33
SAUNDFL01 ,1999,1,Flip,Saunders,50,32,1,3,MIN,82,4,60.97560976,25,42.98780488,0,51,86
HILLBR01  ,1997,1,Brian,Hill,19,63,0,0,VAN,82,0,23.17073171,#DIV/0!,#DIV/0!,#DIV/0!,19,82
BICKEBE01 ,1997,1,Bernie,Bickerstaff,42,40,0,0,WAS,82,0,51.2195122,#DIV/0!,#DIV/0!,#DIV/0!,42,82
RUSSEBI01 ,1975,1,Bill,Russell,43,39,2,4,SEA,82,6,52.43902439,33.33333333,42.88617886,0,45,88
PITINRI01 ,1998,1,Rick,Pitino,19,31,0,0,BOS,50,0,38,#DIV/0!,#DIV/0!,#DIV/0!,19,50
COWENDA01 ,1998,1,Dave,Cowens,4,11,0,0,CHA,15,0,26.66666667,#DIV/0!,#DIV/0!,#DIV/0!,4,15
SILASPA01 ,1998,1,Paul,Silas,22,13,0,0,CHA,35,0,62.85714286,#DIV/0!,#DIV/0!,#DIV/0!,22,35
FLOYDTI01 ,1998,1,Tim,Floyd,13,37,0,0,CHI,50,0,26,#DIV/0!,#DIV/0!,#DIV/0!,13,50
FRATEMI01 ,1998,1,Mike,Fratello,22,28,0,0,CLE,50,0,44,#DIV/0!,#DIV/0!,#DIV/0!,22,50
NELSODO01 ,1998,1,Don,Nelson,19,31,0,0,DAL,50,0,38,#DIV/0!,#DIV/0!,#DIV/0!,19,50
DANTOMI01 ,1998,1,Mike,D'Antoni,14,36,0,0,DEN,50,0,28,#DIV/0!,#DIV/0!,#DIV/0!,14,50
FITCHBI01 ,1976,1,Bill,Fitch,43,39,1,2,CLE,82,3,52.43902439,33.33333333,42.88617886,0,44,85
CARLEPJ01 ,1998,1,PJ,Carlesimo,21,29,0,0,GSW,50,0,42,#DIV/0!,#DIV/0!,#DIV/0!,21,50
REEDWI01  ,1977,1,Willis,Reed,43,39,2,4,NYK,82,6,52.43902439,33.33333333,42.88617886,0,45,88
LOUGHKE01 ,1982,1,Kevin,Loughery,43,39,1,2,ATL,82,3,52.43902439,33.33333333,42.88617886,0,44,85
FORDCH01  ,1998,1,Chris,Ford,9,41,0,0,LAC,50,0,18,#DIV/0!,#DIV/0!,#DIV/0!,9,50
HARRIDE01 ,1998,1,Del,Harris,6,6,0,0,LAL,12,0,50,#DIV/0!,#DIV/0!,#DIV/0!,6,12
BERTKBI01 ,1998,2,Bill,Bertka,1,0,0,0,LAL,1,0,100,#DIV/0!,#DIV/0!,#DIV/0!,1,1
MCMAHJA01 ,1964,1,Jack,McMahon,48,32,1,3,CIN,80,4,60,25,42.5,0,49,84
SCHULMI01 ,1986,1,Mike,Schuler,49,33,1,3,POR,82,4,59.75609756,25,42.37804878,0,50,86
KARLGE01  ,1998,1,George,Karl,28,22,0,3,MIL,50,3,56,0,28,0,28,53
CARLEPJ01 ,1996,1,PJ,Carlesimo,49,33,1,3,POR,82,4,59.75609756,25,42.37804878,0,50,86
CALIPJO01 ,1998,1,John,Calipari,3,17,0,0,NJN,20,0,15,#DIV/0!,#DIV/0!,#DIV/0!,3,20
CASEYDO01 ,1998,2,Don,Casey,13,17,0,0,NJN,30,0,43.33333333,#DIV/0!,#DIV/0!,#DIV/0!,13,30
SILASPA01 ,1999,1,Paul,Silas,49,33,1,3,CHA,82,4,59.75609756,25,42.37804878,0,50,86
MACLEJO01 ,1981,1,John,MacLeod,46,36,2,5,PHO,82,7,56.09756098,28.57142857,42.33449477,0,48,89
GUERIRI01 ,1964,2,Richie,Guerin,28,19,1,3,STL,47,4,59.57446809,25,42.28723404,0,29,51
AINGEDA01 ,1998,1,Danny,Ainge,27,23,0,3,PHO,50,3,54,0,27,0,27,53
RAMSAJA01 ,1973,1,Jack,Ramsay,42,40,2,4,BUF,82,6,51.2195122,33.33333333,42.27642276,0,44,88
KARLGE01  ,2002,1,George,Karl,42,40,2,4,MIL,82,6,51.2195122,33.33333333,42.27642276,0,44,88
FORDCH01  ,1992,1,Chris,Ford,48,34,1,3,BOS,82,4,58.53658537,25,41.76829268,0,49,86
WESTPPA01 ,1998,1,Paul,Westphal,25,25,0,0,SEA,50,0,50,#DIV/0!,#DIV/0!,#DIV/0!,25,50
CARTEBU01 ,1998,1,Butch,Carter,23,27,0,0,TOR,50,0,46,#DIV/0!,#DIV/0!,#DIV/0!,23,50
SHUEGE01  ,1972,1,Gene,Shue,52,30,1,4,BAL,82,5,63.41463415,20,41.70731707,0,53,87
HILLBR01  ,1998,1,Brian,Hill,8,42,0,0,VAN,50,0,16,#DIV/0!,#DIV/0!,#DIV/0!,8,50
BICKEBE01 ,1998,1,Bernie,Bickerstaff,13,19,0,0,WAS,32,0,40.625,#DIV/0!,#DIV/0!,#DIV/0!,13,32
BROVEJI01 ,1998,2,Jim,Brovelli,5,13,0,0,WAS,18,0,27.77777778,#DIV/0!,#DIV/0!,#DIV/0!,5,18
WILKELE01 ,1999,1,Lenny,Wilkens,28,54,0,0,ATL,82,0,34.14634146,#DIV/0!,#DIV/0!,#DIV/0!,28,82
PITINRI01 ,1999,1,Rick,Pitino,35,47,0,0,BOS,82,0,42.68292683,#DIV/0!,#DIV/0!,#DIV/0!,35,82
NELSODO01 ,2003,1,Don,Nelson,52,30,1,4,DAL,82,5,63.41463415,20,41.70731707,0,53,87
FLOYDTI01 ,1999,1,Tim,Floyd,17,65,0,0,CHI,82,0,20.73170732,#DIV/0!,#DIV/0!,#DIV/0!,17,82
WITTMRA01 ,1999,1,Randy,Wittman,32,50,0,0,CLE,82,0,39.02439024,#DIV/0!,#DIV/0!,#DIV/0!,32,82
NELSODO01 ,1999,1,Don,Nelson,40,42,0,0,DAL,82,0,48.7804878,#DIV/0!,#DIV/0!,#DIV/0!,40,82
ISSELDA01 ,1999,1,Dan,Issel,35,47,0,0,DEN,82,0,42.68292683,#DIV/0!,#DIV/0!,#DIV/0!,35,82
GENTRAL01 ,1999,1,Alvin,Gentry,28,30,0,0,DET,58,0,48.27586207,#DIV/0!,#DIV/0!,#DIV/0!,28,58
IRVINGE01 ,1999,2,George,Irvine,14,10,0,3,DET,24,3,58.33333333,0,29.16666667,0,14,27
CARLEPJ01 ,1999,1,PJ,Carlesimo,6,21,0,0,GSW,27,0,22.22222222,#DIV/0!,#DIV/0!,#DIV/0!,6,27
STJEAGA01 ,1999,2,Garry,StJean,13,42,0,0,GSW,55,0,23.63636364,#DIV/0!,#DIV/0!,#DIV/0!,13,55
TOMJARU01 ,1999,1,Rudy,Tomjanovich,34,48,0,0,HOU,82,0,41.46341463,#DIV/0!,#DIV/0!,#DIV/0!,34,82
GOTTLED01 ,1951,1,Eddie,Gottlieb,33,33,1,2,PH1,66,3,50,33.33333333,41.66666667,0,34,69
FORDCH01  ,1999,1,Chris,Ford,11,34,0,0,LAC,45,0,24.44444444,#DIV/0!,#DIV/0!,#DIV/0!,11,45
TODDJI01  ,1999,2,Jim,Todd,4,33,0,0,LAC,37,0,10.81081081,#DIV/0!,#DIV/0!,#DIV/0!,4,37
LEEGE01   ,1968,1,George,Lee,41,41,2,4,SFW,82,6,50,33.33333333,41.66666667,0,43,88
BASSBO01  ,1979,2,Bob,Bass,8,8,1,2,SAS,16,3,50,33.33333333,41.66666667,0,9,19
MCGUIDI01 ,1960,1,Dick,McGuire,34,45,2,3,DET,79,5,43.03797468,40,41.51898734,0,36,84
SCHAYDO01 ,1963,1,Dolph,Schayes,34,46,2,3,PHI,80,5,42.5,40,41.25,0,36,85
CASEYDO01 ,1999,1,Don,Casey,31,51,0,0,NJN,82,0,37.80487805,#DIV/0!,#DIV/0!,#DIV/0!,31,82
AUERBRE01 ,1949,1,Red,Auerbach,28,29,1,2,TRI,57,3,49.12280702,33.33333333,41.22807018,0,29,60
RIVERDO01 ,1999,1,Doc,Rivers,41,41,0,0,ORL,82,0,50,#DIV/0!,#DIV/0!,#DIV/0!,41,82
ADELMRI01 ,1993,1,Rick,Adelman,47,35,1,3,POR,82,4,57.31707317,25,41.15853659,0,48,86
AINGEDA01 ,1999,1,Danny,Ainge,13,7,0,0,PHO,20,0,65,#DIV/0!,#DIV/0!,#DIV/0!,13,20
FRATEMI01 ,1997,1,Mike,Fratello,47,35,1,3,CLE,82,4,57.31707317,25,41.15853659,0,48,86
SAUNDFL01 ,2000,1,Flip,Saunders,47,35,1,3,MIN,82,4,57.31707317,25,41.15853659,0,48,86
ATTLEAL01 ,1971,1,Al,Attles,51,31,1,4,GSW,82,5,62.19512195,20,41.09756098,0,52,87
BUTCHDO01 ,1967,1,Donnis,Butcher,40,42,2,4,DET,82,6,48.7804878,33.33333333,41.05691057,0,42,88
SCOTTRA01 ,1974,1,Ray,Scott,40,42,1,2,DET,82,3,48.7804878,33.33333333,41.05691057,0,41,85
CARTEBU01 ,1999,1,Butch,Carter,45,37,0,3,TOR,82,3,54.87804878,0,27.43902439,0,45,85
HOLZMRE01 ,1974,1,Red,Holzman,40,42,1,2,NYK,82,3,48.7804878,33.33333333,41.05691057,0,41,85
HILLBR01  ,1999,1,Brian,Hill,4,18,0,0,VAN,22,0,18.18181818,#DIV/0!,#DIV/0!,#DIV/0!,4,22
HOLLILI01 ,1999,2,Lionel,Hollins,18,42,0,0,VAN,60,0,30,#DIV/0!,#DIV/0!,#DIV/0!,18,60
WALKEDA01 ,1999,1,Darrell,Walker,15,23,0,0,WAS,38,0,39.47368421,#DIV/0!,#DIV/0!,#DIV/0!,15,38
HEARDGA01 ,1999,2,Gar,Heard,14,30,0,0,WAS,44,0,31.81818182,#DIV/0!,#DIV/0!,#DIV/0!,14,44
KRUGELO01 ,2000,1,Lon,Kruger,25,57,0,0,ATL,82,0,30.48780488,#DIV/0!,#DIV/0!,#DIV/0!,25,82
PITINRI01 ,2000,1,Rick,Pitino,12,22,0,0,BOS,34,0,35.29411765,#DIV/0!,#DIV/0!,#DIV/0!,12,34
OBRIEJI01 ,2000,2,Jim,O'Brien,24,24,0,0,BOS,48,0,50,#DIV/0!,#DIV/0!,#DIV/0!,24,48
JEANNBU01 ,1948,1,Buddy,Jeannette,29,31,1,2,BA1,60,3,48.33333333,33.33333333,40.83333333,0,30,63
FLOYDTI01 ,2000,1,Tim,Floyd,15,67,0,0,CHI,82,0,18.29268293,#DIV/0!,#DIV/0!,#DIV/0!,15,82
WITTMRA01 ,2000,1,Randy,Wittman,30,52,0,0,CLE,82,0,36.58536585,#DIV/0!,#DIV/0!,#DIV/0!,30,82
DALYCH01  ,1985,1,Chuck,Daly,46,36,1,3,DET,82,4,56.09756098,25,40.54878049,0,47,86
NELSODO02 ,2000,2,Donn,Nelson,13,8,0,0,DAL,21,0,61.9047619,#DIV/0!,#DIV/0!,#DIV/0!,13,21
ISSELDA01 ,2000,1,Dan,Issel,40,42,0,0,DEN,82,0,48.7804878,#DIV/0!,#DIV/0!,#DIV/0!,40,82
IRVINGE01 ,2000,1,George,Irvine,32,50,0,0,DET,82,0,39.02439024,#DIV/0!,#DIV/0!,#DIV/0!,32,82
COWENDA01 ,2000,1,Dave,Cowens,17,65,0,0,GSW,82,0,20.73170732,#DIV/0!,#DIV/0!,#DIV/0!,17,82
TOMJARU01 ,2000,1,Rudy,Tomjanovich,45,37,0,0,HOU,82,0,54.87804878,#DIV/0!,#DIV/0!,#DIV/0!,45,82
FITCHBI01 ,1987,1,Bill,Fitch,46,36,1,3,HOU,82,4,56.09756098,25,40.54878049,0,47,86
GENTRAL01 ,2000,1,Alvin,Gentry,31,51,0,0,LAC,82,0,37.80487805,#DIV/0!,#DIV/0!,#DIV/0!,31,82
DUNLEMI01 ,1997,1,Mike,Dunleavy,46,36,1,3,POR,82,4,56.09756098,25,40.54878049,0,47,86
RILEYPA01 ,2000,1,Pat,Riley,50,32,0,3,MIA,82,3,60.97560976,0,30.48780488,0,50,85
BROWNHU01 ,1979,1,Hubie,Brown,50,32,1,4,ATL,82,5,60.97560976,20,40.48780488,0,51,87
MENDEMU01 ,1950,1,Murray,Mendenhall,32,36,1,2,DET,68,3,47.05882353,33.33333333,40.19607843,0,33,71
SCOTTBY01 ,2000,1,Byron,Scott,26,56,0,0,NJN,82,0,31.70731707,#DIV/0!,#DIV/0!,#DIV/0!,26,82
FITZSCO01 ,1995,2,Cotton,Fitzsimmons,27,22,1,3,PHO,49,4,55.10204082,25,40.05102041,0,28,53
CHANEDO01 ,1988,1,Don,Chaney,45,37,1,3,HOU,82,4,54.87804878,25,39.93902439,0,46,86
DALYCH01  ,1993,1,Chuck,Daly,45,37,1,3,NJN,82,4,54.87804878,25,39.93902439,0,46,86
SHUEGE01  ,1971,1,Gene,Shue,38,44,2,4,BAL,82,6,46.34146341,33.33333333,39.83739837,0,40,88
DUNLEMI01 ,2000,1,Mike,Dunleavy,50,32,0,3,POR,82,3,60.97560976,0,30.48780488,0,50,85
COSTELA01 ,1975,1,Larry,Costello,38,44,1,2,MIL,82,3,46.34146341,33.33333333,39.83739837,0,39,85
RAMSAJA01 ,1979,1,Jack,Ramsay,38,44,1,2,POR,82,3,46.34146341,33.33333333,39.83739837,0,39,85
WESTPPA01 ,2000,1,Paul,Westphal,6,9,0,0,SEA,15,0,40,#DIV/0!,#DIV/0!,#DIV/0!,6,15
MCMILNA01 ,2000,2,Nate,McMillan,38,29,0,0,SEA,67,0,56.71641791,#DIV/0!,#DIV/0!,#DIV/0!,38,67
KUNDLJO01 ,1955,1,John,Kundla,33,39,1,2,MIE,72,3,45.83333333,33.33333333,39.58333333,0,34,75
WOLFCH01  ,1961,1,Charles,Wolf,43,37,1,3,CIN,80,4,53.75,25,39.375,0,44,84
LOWESI01  ,2000,1,Sidney,Lowe,23,59,0,0,VAN,82,0,28.04878049,#DIV/0!,#DIV/0!,#DIV/0!,23,82
HAMILLE01 ,2000,1,Leonard,Hamilton,19,63,0,0,WAS,82,0,23.17073171,#DIV/0!,#DIV/0!,#DIV/0!,19,82
KRUGELO01 ,2001,1,Lon,Kruger,33,49,0,0,ATL,82,0,40.24390244,#DIV/0!,#DIV/0!,#DIV/0!,33,82
MOTTADI01 ,1984,1,Dick,Motta,44,38,1,3,DAL,82,4,53.65853659,25,39.32926829,0,45,86
HARRIDE01 ,1989,1,Del,Harris,44,38,1,3,MIL,82,4,53.65853659,25,39.32926829,0,45,86
FLOYDTI01 ,2001,1,Tim,Floyd,4,21,0,0,CHI,25,0,16,#DIV/0!,#DIV/0!,#DIV/0!,4,25
BERRYBI01 ,2001,2,Bill,Berry,0,2,0,0,CHI,2,0,0,#DIV/0!,#DIV/0!,#DIV/0!,0,2
CARTWBI01 ,2001,3,Bill,Cartwright,17,38,0,0,CHI,55,0,30.90909091,#DIV/0!,#DIV/0!,#DIV/0!,17,55
LUCASJO01 ,2001,1,John,Lucas,29,53,0,0,CLE,82,0,35.36585366,#DIV/0!,#DIV/0!,#DIV/0!,29,82
RIVERDO01 ,2001,1,Doc,Rivers,44,38,1,3,ORL,82,4,53.65853659,25,39.32926829,0,45,86
ISSELDA01 ,2001,1,Dan,Issel,9,17,0,0,DEN,26,0,34.61538462,#DIV/0!,#DIV/0!,#DIV/0!,9,26
EVANSMI01 ,2001,2,Mike,Evans,18,38,0,0,DEN,56,0,32.14285714,#DIV/0!,#DIV/0!,#DIV/0!,18,56
SLOANJE01 ,2001,1,Jerry,Sloan,44,38,1,3,UTA,82,4,53.65853659,25,39.32926829,0,45,86
COWENDA01 ,2001,1,Dave,Cowens,8,15,0,0,GSW,23,0,34.7826087,#DIV/0!,#DIV/0!,#DIV/0!,8,23
WINTEBR01 ,2001,2,Brian,Winters,13,46,0,0,GSW,59,0,22.03389831,#DIV/0!,#DIV/0!,#DIV/0!,13,59
TOMJARU01 ,2001,1,Rudy,Tomjanovich,28,54,0,0,HOU,82,0,34.14634146,#DIV/0!,#DIV/0!,#DIV/0!,28,82
HARRIDE01 ,1979,1,Del,Harris,41,41,2,5,HOU,82,7,50,28.57142857,39.28571429,0,43,89
GENTRAL01 ,2001,1,Alvin,Gentry,39,43,0,0,LAC,82,0,47.56097561,#DIV/0!,#DIV/0!,#DIV/0!,39,82
FITZSCO01 ,1978,1,Cotton,Fitzsimmons,48,34,1,4,KCK,82,5,58.53658537,20,39.26829268,0,49,87
LOWESI01  ,2001,1,Sidney,Lowe,23,59,0,0,MEM,82,0,28.04878049,#DIV/0!,#DIV/0!,#DIV/0!,23,82
RILEYPA01 ,2001,1,Pat,Riley,36,46,0,0,MIA,82,0,43.90243902,#DIV/0!,#DIV/0!,#DIV/0!,36,82
KARLGE01  ,2001,1,George,Karl,41,41,0,0,MIL,82,0,50,#DIV/0!,#DIV/0!,#DIV/0!,41,82
SAUNDFL01 ,2001,1,Flip,Saunders,50,32,0,3,MIN,82,3,60.97560976,0,30.48780488,0,50,85
MCMAHJA01 ,1968,1,Jack,McMahon,37,45,2,4,SDR,82,6,45.12195122,33.33333333,39.22764228,0,39,88
VANGUJE01 ,2001,1,Jeff,Van Gundy,10,9,0,0,NYK,19,0,52.63157895,#DIV/0!,#DIV/0!,#DIV/0!,10,19
CHANEDO01 ,2001,2,Don,Chaney,20,43,0,0,NYK,63,0,31.74603175,#DIV/0!,#DIV/0!,#DIV/0!,20,63
DUNLEMI01 ,1991,1,Mike,Dunleavy,43,39,1,3,LAL,82,4,52.43902439,25,38.7195122,0,44,86
FRATEMI01 ,1994,1,Mike,Fratello,43,39,1,3,CLE,82,4,52.43902439,25,38.7195122,0,44,86
SKILESC01 ,2001,1,Scott,Skiles,25,26,0,0,PHO,51,0,49.01960784,#DIV/0!,#DIV/0!,#DIV/0!,25,51
JOHNSFR01 ,2001,2,Frank,Johnson,11,20,0,0,PHO,31,0,35.48387097,#DIV/0!,#DIV/0!,#DIV/0!,11,31
CHEEKMA01 ,2001,1,Maurice,Cheeks,49,33,0,3,POR,82,3,59.75609756,0,29.87804878,0,49,85
RIVERDO01 ,2000,1,Doc,Rivers,43,39,1,3,ORL,82,4,52.43902439,25,38.7195122,0,44,86
SHARMBI01 ,1973,1,Bill,Sharman,47,35,1,4,LAL,82,5,57.31707317,20,38.65853659,0,48,87
SLOANJE01 ,2002,1,Jerry,Sloan,47,35,1,4,UTA,82,5,57.31707317,20,38.65853659,0,48,87
GUERIRI01 ,1971,1,Richie,Guerin,36,46,2,4,ATL,82,6,43.90243902,33.33333333,38.61788618,0,38,88
LAYDEFR01 ,1985,1,Frank,Layden,42,40,1,3,UTA,82,4,51.2195122,25,38.1097561,0,43,86
COLLIDO01 ,2001,1,Doug,Collins,37,45,0,0,WAS,82,0,45.12195122,#DIV/0!,#DIV/0!,#DIV/0!,37,82
KRUGELO01 ,2002,1,Lon,Kruger,11,16,0,0,ATL,27,0,40.74074074,#DIV/0!,#DIV/0!,#DIV/0!,11,27
STOTTTE01 ,2002,2,Terry,Stotts,24,31,0,0,ATL,55,0,43.63636364,#DIV/0!,#DIV/0!,#DIV/0!,24,55
RAMSAJA01 ,1986,1,Jack,Ramsay,41,41,1,3,IND,82,4,50,25,37.5,0,42,86
CARTWBI01 ,2002,1,Bill,Cartwright,30,52,0,0,CHI,82,0,36.58536585,#DIV/0!,#DIV/0!,#DIV/0!,30,82
LUCASJO01 ,2002,1,John,Lucas,8,34,0,0,CLE,42,0,19.04761905,#DIV/0!,#DIV/0!,#DIV/0!,8,42
SMARTKE01 ,2002,2,Keith,Smart,9,31,0,0,CLE,40,0,22.5,#DIV/0!,#DIV/0!,#DIV/0!,9,40
CHANEDO01 ,1989,1,Don,Chaney,41,41,1,3,HOU,82,4,50,25,37.5,0,42,86
BZDELJE01 ,2002,1,Jeff,Bzdelik,17,65,0,0,DEN,82,0,20.73170732,#DIV/0!,#DIV/0!,#DIV/0!,17,82
HILLBO01  ,1992,1,Bob,Hill,41,41,1,3,IND,82,4,50,25,37.5,0,42,86
MUSSEER01 ,2002,1,Eric,Musselman,38,44,0,0,GSW,82,0,46.34146341,#DIV/0!,#DIV/0!,#DIV/0!,38,82
TOMJARU01 ,2002,1,Rudy,Tomjanovich,43,39,0,0,HOU,82,0,52.43902439,#DIV/0!,#DIV/0!,#DIV/0!,43,82
SAUNDFL01 ,1998,1,Flip,Saunders,25,25,1,3,MIN,50,4,50,25,37.5,0,26,54
GENTRAL01 ,2002,1,Alvin,Gentry,19,39,0,0,LAC,58,0,32.75862069,#DIV/0!,#DIV/0!,#DIV/0!,19,58
JOHNSDE01 ,2002,2,Dennis,Johnson,8,16,0,0,LAC,24,0,33.33333333,#DIV/0!,#DIV/0!,#DIV/0!,8,24
THOMAIS01 ,2000,1,Isiah,Thomas,41,41,1,3,IND,82,4,50,25,37.5,0,42,86
LOWESI01  ,2002,1,Sidney,Lowe,0,8,0,0,MEM,8,0,0,#DIV/0!,#DIV/0!,#DIV/0!,0,8
BROWNHU01 ,2002,2,Hubie,Brown,28,46,0,0,MEM,74,0,37.83783784,#DIV/0!,#DIV/0!,#DIV/0!,28,74
RILEYPA01 ,2002,1,Pat,Riley,25,57,0,0,MIA,82,0,30.48780488,#DIV/0!,#DIV/0!,#DIV/0!,25,82
RUSSEJO01 ,1947,1,John,Russell,20,28,1,2,BOS,48,3,41.66666667,33.33333333,37.5,0,21,51
VANGUJE01 ,2003,1,Jeff,Van Gundy,45,37,1,4,HOU,82,5,54.87804878,20,37.43902439,0,46,87
SHUEGE01  ,1984,1,Gene,Shue,40,42,1,3,WA1,82,4,48.7804878,25,36.8902439,0,41,86
RAMSAJA01 ,1985,1,Jack,Ramsay,40,42,1,3,POR,82,4,48.7804878,25,36.8902439,0,41,86
CHANEDO01 ,2002,1,Don,Chaney,37,45,0,0,NYK,82,0,45.12195122,#DIV/0!,#DIV/0!,#DIV/0!,37,82
FITCHBI01 ,1991,1,Bill,Fitch,40,42,1,3,NJN,82,4,48.7804878,25,36.8902439,0,41,86
HARRILE01 ,1954,1,Les,Harrison,29,43,1,2,ROC,72,3,40.27777778,33.33333333,36.80555556,0,30,75
MCMAHJA01 ,1966,1,Jack,McMahon,39,42,1,3,CIN,81,4,48.14814815,25,36.57407407,0,40,85
STJEAGA01 ,1995,1,Garry,StJean,39,43,1,3,SAC,82,4,47.56097561,25,36.2804878,0,40,86
BZDELJE01 ,2003,1,Jeff,Bzdelik,43,39,1,4,DEN,82,5,52.43902439,20,36.2195122,0,44,87
ROCHAEP01 ,1958,1,Ephraim,Rocha,28,44,1,2,DET,72,3,38.88888889,33.33333333,36.11111111,0,29,75
MCMILNA01 ,2002,1,Nate,McMillan,40,42,0,0,SEA,82,0,48.7804878,#DIV/0!,#DIV/0!,#DIV/0!,40,82
WILKELE01 ,2002,1,Lenny,Wilkens,24,58,0,0,TOR,82,0,29.26829268,#DIV/0!,#DIV/0!,#DIV/0!,24,82
LOUGHKE01 ,1984,1,Kevin,Loughery,38,44,1,3,CHI,82,4,46.34146341,25,35.67073171,0,39,86
COLLIDO01 ,2002,1,Doug,Collins,37,45,0,0,WAS,82,0,45.12195122,#DIV/0!,#DIV/0!,#DIV/0!,37,82
STOTTTE01 ,2003,1,Terry,Stotts,28,54,0,0,ATL,82,0,34.14634146,#DIV/0!,#DIV/0!,#DIV/0!,28,82
OBRIEJI01 ,2003,1,Jim,O'Brien,22,24,0,0,BOS,46,0,47.82608696,#DIV/0!,#DIV/0!,#DIV/0!,22,46
CARROJO01 ,2003,2,John,Carroll,14,22,0,4,BOS,36,4,38.88888889,0,19.44444444,0,14,40
CARTWBI01 ,2003,1,Bill,Cartwright,4,10,0,0,CHI,14,0,28.57142857,#DIV/0!,#DIV/0!,#DIV/0!,4,14
MEYERPE01 ,2003,2,Pete,Meyers,0,2,0,0,CHI,2,0,0,#DIV/0!,#DIV/0!,#DIV/0!,0,2
SKILESC01 ,2003,3,Scott,Skiles,19,47,0,0,CHI,66,0,28.78787879,#DIV/0!,#DIV/0!,#DIV/0!,19,66
SILASPA01 ,2003,1,Paul,Silas,35,47,0,0,CLE,82,0,42.68292683,#DIV/0!,#DIV/0!,#DIV/0!,35,82
PITINRI01 ,1987,1,Rick,Pitino,38,44,1,3,NYK,82,4,46.34146341,25,35.67073171,0,39,86
RAMSAJA01 ,1969,1,Jack,Ramsay,42,40,1,4,PHI,82,5,51.2195122,20,35.6097561,0,43,87
ATTLEAL01 ,1970,1,Al,Attles,41,41,1,4,SFW,82,5,50,20,35,0,42,87
MUSSEER01 ,2003,1,Eric,Musselman,37,45,0,0,GSW,82,0,45.12195122,#DIV/0!,#DIV/0!,#DIV/0!,37,82
PORTETE01 ,2003,1,Terry,Porter,41,41,1,4,MIL,82,5,50,20,35,0,42,87
